date,Dry-Bulb Temperature,Atmospheric Pressure,Dew-Point Temperature,Relative Humidity,wind speed,wind direction,Precip,Visibility,Solar Condition
"5:00 PM +03 on January 02, 2016",26,1018,11,39,3.7,30,-9999,-9999,Clear
"6:00 PM +03 on January 02, 2016",24,1018,10,29,7.4,330,-9999,10,Clear
"6:00 PM +03 on January 02, 2016",24,1018,10,41,7.4,330,-9999,-9999,Clear
"7:00 PM +03 on January 02, 2016",23,1019,11,47,0,0,-9999,-9999,Clear
"8:00 PM +03 on January 02, 2016",22,1020,11,50,7.4,30,-9999,-9999,Clear
"9:00 PM +03 on January 02, 2016",21,1020,11,44,11.1,30,-9999,10,Clear
"9:00 PM +03 on January 02, 2016",21,1021,11,53,11.1,30,-9999,-9999,Clear
"10:00 PM +03 on January 02, 2016",20,1021,11,56,3.7,30,-9999,-9999,Clear
"11:00 PM +03 on January 02, 2016",20,1021,11,56,7.4,30,-9999,-9999,Clear
"12:00 AM +03 on January 03, 2016",19,1020,10,44,7.4,30,-9999,10,Clear
"12:00 AM +03 on January 03, 2016",19,1020,10,56,7.4,30,-9999,-9999,Clear
"1:00 AM +03 on January 03, 2016",19,1020,10,56,9.3,30,-9999,-9999,Clear
"2:00 AM +03 on January 03, 2016",19,1020,10,56,7.4,30,-9999,-9999,Clear
"3:00 AM +03 on January 03, 2016",18,1018,10,48,3.7,30,-9999,10,Clear
"3:00 AM +03 on January 03, 2016",18,1019,10,59,3.7,30,-9999,-9999,Clear
"4:00 AM +03 on January 03, 2016",18,1018,10,59,7.4,30,-9999,-9999,Clear
"6:00 AM +03 on January 03, 2016",17,1018,10,53,0,30,-9999,10,Clear
"6:00 AM +03 on January 03, 2016",17,1018,10,63,0,0,-9999,-9999,Clear
"7:00 AM +03 on January 03, 2016",17,1018,10,63,7.4,10,-9999,-9999,Clear
"8:00 AM +03 on January 03, 2016",17,1018,8,55,0,0,-9999,-9999,Clear
"9:00 AM +03 on January 03, 2016",17,1018,9,48,0,0,-9999,10,Clear
"9:00 AM +03 on January 03, 2016",17,1019,9,59,0,0,-9999,-9999,Clear
"10:00 AM +03 on January 03, 2016",21,1019,9,46,0,0,-9999,-9999,Clear
"11:00 AM +03 on January 03, 2016",24,1018,8,36,0,0,-9999,-9999,Clear
"12:00 PM +03 on January 03, 2016",26,1017,10,26,0,0,-9999,10,Clear
"12:00 PM +03 on January 03, 2016",26,1017,10,36,0,0,-9999,-9999,Clear
"1:00 PM +03 on January 03, 2016",28,1016,12,37,3.7,330,-9999,-9999,Clear
"2:00 PM +03 on January 03, 2016",29,1015,13,37,3.7,300,-9999,-9999,Clear
"3:00 PM +03 on January 03, 2016",30,1014,14,26,5.6,210,-9999,10,Clear
"3:00 PM +03 on January 03, 2016",30,1015,14,37,5.6,210,-9999,-9999,Clear
"4:00 PM +03 on January 03, 2016",30,1014,13,35,3.7,360,-9999,-9999,Clear
"5:00 PM +03 on January 03, 2016",29,1014,11,33,7.4,320,-9999,-9999,Clear
"6:00 PM +03 on January 03, 2016",27,1014,12,29,3.7,340,-9999,10,Clear
"6:00 PM +03 on January 03, 2016",27,1015,12,39,3.7,340,-9999,-9999,Clear
"7:00 PM +03 on January 03, 2016",25,1016,13,47,3.7,300,-9999,-9999,Clear
"8:00 PM +03 on January 03, 2016",23,1016,13,53,3.7,320,-9999,-9999,Clear
"9:00 PM +03 on January 03, 2016",23,1016,14,48,0,320,-9999,10,Clear
"9:00 PM +03 on January 03, 2016",23,1017,14,57,0,0,-9999,-9999,Clear
"10:00 PM +03 on January 03, 2016",22,1017,17,73,0,0,-9999,-9999,Clear
"11:00 PM +03 on January 03, 2016",22,1016,16,69,0,0,-9999,-9999,Clear
"12:00 AM +03 on January 04, 2016",21,1015,15,60,0,0,-9999,10,Scattered Clouds
"12:00 AM +03 on January 04, 2016",21,1016,15,68,0,0,-9999,-9999,Clear
"1:00 AM +03 on January 04, 2016",21,1015,15,68,0,0,-9999,-9999,Clear
"2:00 AM +03 on January 04, 2016",20,1015,14,68,0,0,-9999,-9999,Clear
"3:00 AM +03 on January 04, 2016",20,1014,15,68,0,0,-9999,10,Scattered Clouds
"3:00 AM +03 on January 04, 2016",20,1015,15,73,0,0,-9999,-9999,Clear
"4:00 AM +03 on January 04, 2016",19,1014,14,73,0,0,-9999,-9999,Clear
"5:00 AM +03 on January 04, 2016",19,1015,14,73,0,0,-9999,-9999,Clear
"6:00 AM +03 on January 04, 2016",19,1014,13,60,0,0,-9999,10,Scattered Clouds
"6:00 AM +03 on January 04, 2016",19,1015,13,68,0,0,-9999,10,Partly Cloudy
"7:00 AM +03 on January 04, 2016",19,1015,14,73,0,0,-9999,10,Partly Cloudy
"8:00 AM +03 on January 04, 2016",19,1015,14,73,0,0,-9999,10,Partly Cloudy
"9:00 AM +03 on January 04, 2016",20,1015,15,65,0,0,-9999,10,Partly Cloudy
"9:00 AM +03 on January 04, 2016",20,1016,15,73,0,0,-9999,-9999,Clear
"10:00 AM +03 on January 04, 2016",27,1016,17,54,3.7,240,-9999,-9999,Clear
"12:00 PM +03 on January 04, 2016",28,1014,19,50,5.6,180,-9999,10,Partly Cloudy
"12:00 PM +03 on January 04, 2016",28,1015,19,58,5.6,180,-9999,10,Scattered Clouds
"1:00 PM +03 on January 04, 2016",29,1015,19,55,7.4,180,-9999,10,Scattered Clouds
"2:00 PM +03 on January 04, 2016",28,1014,17,51,5.6,190,-9999,10,Scattered Clouds
"3:00 PM +03 on January 04, 2016",28,1013,18,46,3.7,210,-9999,10,Partly Cloudy
"3:00 PM +03 on January 04, 2016",28,1014,18,54,3.7,210,-9999,10,Scattered Clouds
"4:00 PM +03 on January 04, 2016",27,1014,17,54,7.4,240,-9999,10,Mostly Cloudy
"5:00 PM +03 on January 04, 2016",26,1015,18,61,7.4,240,-9999,10,Scattered Clouds
"6:00 PM +03 on January 04, 2016",26,1014,18,54,3.7,240,-9999,10,Partly Cloudy
"6:00 PM +03 on January 04, 2016",26,1015,18,61,3.7,240,-9999,10,Scattered Clouds
"7:00 PM +03 on January 04, 2016",25,1016,17,61,3.7,210,-9999,10,Scattered Clouds
"8:00 PM +03 on January 04, 2016",25,1016,17,61,0,0,-9999,10,Scattered Clouds
"9:00 PM +03 on January 04, 2016",24,1016,18,62,0,0,-9999,10,Scattered Clouds
"9:00 PM +03 on January 04, 2016",24,1016,18,69,0,0,-9999,10,Partly Cloudy
"10:00 PM +03 on January 04, 2016",24,1016,18,69,0,0,-9999,10,Partly Cloudy
"11:00 PM +03 on January 04, 2016",23,1017,17,69,0,0,-9999,10,Partly Cloudy
"12:00 AM +03 on January 05, 2016",23,1016,17,62,0,0,-9999,10,Partly Cloudy
"12:00 AM +03 on January 05, 2016",23,1017,17,69,0,0,-9999,10,Scattered Clouds
"1:00 AM +03 on January 05, 2016",23,1016,17,69,0,0,-9999,10,Scattered Clouds
"2:00 AM +03 on January 05, 2016",22,1016,17,73,0,0,-9999,10,Scattered Clouds
"3:00 AM +03 on January 05, 2016",22,1015,17,65,0,0,-9999,10,Partly Cloudy
"3:00 AM +03 on January 05, 2016",22,1016,17,73,0,0,-9999,10,Scattered Clouds
"4:00 AM +03 on January 05, 2016",22,1015,17,73,0,0,-9999,10,Scattered Clouds
"5:00 AM +03 on January 05, 2016",22,1015,17,73,0,0,-9999,10,Scattered Clouds
"6:00 AM +03 on January 05, 2016",22,1015,17,68,0,0,-9999,10,Partly Cloudy
"6:00 AM +03 on January 05, 2016",22,1016,17,73,0,0,-9999,10,Scattered Clouds
"11:00 AM +03 on January 05, 2016",24,1018,17,65,3.7,340,-9999,10,Mostly Cloudy
"12:00 PM +03 on January 05, 2016",26,1016,17,48,0,340,-9999,10,Mostly Cloudy
"12:00 PM +03 on January 05, 2016",26,1017,17,57,0,0,-9999,10,Mostly Cloudy
"1:00 PM +03 on January 05, 2016",28,1015,19,58,3.7,320,-9999,10,Scattered Clouds
"2:00 PM +03 on January 05, 2016",30,1015,20,55,3.7,270,-9999,10,Scattered Clouds
"3:00 PM +03 on January 05, 2016",30,1013,20,46,3.7,300,-9999,10,Scattered Clouds
"3:00 PM +03 on January 05, 2016",30,1014,20,55,3.7,300,-9999,10,Partly Cloudy
"4:00 PM +03 on January 05, 2016",29,1014,20,58,3.7,300,-9999,10,Partly Cloudy
"5:00 PM +03 on January 05, 2016",30,1014,19,51,3.7,330,-9999,10,Partly Cloudy
"6:00 PM +03 on January 05, 2016",29,1014,18,44,0,330,-9999,10,Scattered Clouds
"6:00 PM +03 on January 05, 2016",29,1015,18,51,0,0,-9999,10,Partly Cloudy
"7:00 PM +03 on January 05, 2016",27,1015,18,58,3.7,360,-9999,-9999,Clear
"8:00 PM +03 on January 05, 2016",25,1016,18,65,3.7,300,-9999,-9999,Clear
"9:00 PM +03 on January 05, 2016",24,1016,17,54,3.7,300,-9999,10,Clear
"9:00 PM +03 on January 05, 2016",24,1016,17,65,3.7,300,-9999,-9999,Clear
"10:00 PM +03 on January 05, 2016",23,1017,19,78,0,0,-9999,-9999,Clear
"11:00 PM +03 on January 05, 2016",23,1016,17,69,0,0,-9999,10,Partly Cloudy
"12:00 AM +03 on January 06, 2016",23,1015,17,62,0,0,-9999,10,Scattered Clouds
"12:00 AM +03 on January 06, 2016",23,1016,17,69,0,0,-9999,10,Partly Cloudy
"1:00 AM +03 on January 06, 2016",23,1016,17,69,0,0,-9999,10,Partly Cloudy
"2:00 AM +03 on January 06, 2016",23,1016,17,69,0,0,-9999,10,Partly Cloudy
"3:00 AM +03 on January 06, 2016",23,1015,17,62,0,0,-9999,10,Scattered Clouds
"3:00 AM +03 on January 06, 2016",23,1016,17,69,0,0,-9999,10,Partly Cloudy
"4:00 AM +03 on January 06, 2016",22,1016,16,69,0,0,-9999,10,Partly Cloudy
"5:00 AM +03 on January 06, 2016",22,1015,16,69,0,0,-9999,10,Partly Cloudy
"6:00 AM +03 on January 06, 2016",22,1014,16,62,0,0,-9999,10,Partly Cloudy
"6:00 AM +03 on January 06, 2016",22,1015,16,69,0,0,-9999,-9999,Clear
"7:00 AM +03 on January 06, 2016",21,1015,16,73,0,0,-9999,-9999,Clear
"8:00 AM +03 on January 06, 2016",21,1016,17,78,0,0,-9999,-9999,Clear
"9:00 AM +03 on January 06, 2016",22,1016,17,65,0,0,-9999,10,Clear
"9:00 AM +03 on January 06, 2016",22,1016,17,73,0,0,-9999,-9999,Clear
"10:00 AM +03 on January 06, 2016",26,1017,18,61,0,0,-9999,-9999,Clear
"11:00 AM +03 on January 06, 2016",29,1017,18,51,0,0,-9999,-9999,Clear
"12:00 PM +03 on January 06, 2016",32,1014,19,37,7.4,60,-9999,10,Clear
"12:00 PM +03 on January 06, 2016",32,1016,19,46,7.4,60,-9999,-9999,Clear
"1:00 PM +03 on January 06, 2016",32,1014,20,49,0,0,-9999,-9999,Clear
"2:00 PM +03 on January 06, 2016",33,1014,19,43,0,0,-9999,10,Partly Cloudy
"3:00 PM +03 on January 06, 2016",33,1012,19,33,7.4,220,-9999,10,Scattered Clouds
"3:00 PM +03 on January 06, 2016",33,1013,19,43,7.4,220,-9999,10,Partly Cloudy
"4:00 PM +03 on January 06, 2016",33,1013,20,46,7.4,240,-9999,10,Partly Cloudy
"5:00 PM +03 on January 06, 2016",33,1013,20,46,3.7,260,-9999,10,Partly Cloudy
"6:00 PM +03 on January 06, 2016",31,1013,19,40,3.7,270,-9999,10,Partly Cloudy
"6:00 PM +03 on January 06, 2016",31,1014,19,49,3.7,270,-9999,10,Scattered Clouds
"7:00 PM +03 on January 06, 2016",28,1015,19,58,3.7,300,-9999,10,Partly Cloudy
"8:00 PM +03 on January 06, 2016",26,1016,19,65,0,0,-9999,10,Partly Cloudy
"9:00 PM +03 on January 06, 2016",26,1015,19,59,0,0,-9999,10,Scattered Clouds
"9:00 PM +03 on January 06, 2016",26,1016,19,65,0,0,-9999,10,Partly Cloudy
"10:00 PM +03 on January 06, 2016",25,1016,19,69,0,0,-9999,-9999,Clear
"11:00 PM +03 on January 06, 2016",25,1015,19,69,0,0,-9999,-9999,Clear
"12:00 AM +03 on January 07, 2016",25,1014,19,61,0,0,-9999,10,Scattered Clouds
"12:00 AM +03 on January 07, 2016",25,1015,19,69,0,0,-9999,-9999,Clear
"1:00 AM +03 on January 07, 2016",24,1015,18,69,0,0,-9999,-9999,Clear
"2:00 AM +03 on January 07, 2016",24,1014,19,73,0,0,-9999,-9999,Clear
"4:00 AM +03 on January 07, 2016",23,1014,19,78,0,0,-9999,-9999,Clear
"5:00 AM +03 on January 07, 2016",22,1014,19,83,0,0,-9999,-9999,Clear
"6:00 AM +03 on January 07, 2016",22,1013,18,71,0,0,-9999,10,Scattered Clouds
"6:00 AM +03 on January 07, 2016",22,1014,18,78,0,0,-9999,-9999,Clear
"7:00 AM +03 on January 07, 2016",22,1014,18,78,0,0,-9999,-9999,Clear
"8:00 AM +03 on January 07, 2016",22,1015,19,83,0,0,-9999,-9999,Clear
"9:00 AM +03 on January 07, 2016",23,1015,19,73,0,0,-9999,10,Clear
"9:00 AM +03 on January 07, 2016",23,1015,19,78,0,0,-9999,-9999,Clear
"10:00 AM +03 on January 07, 2016",27,1016,20,65,0,0,-9999,-9999,Clear
"11:00 AM +03 on January 07, 2016",30,1016,19,51,3.7,240,-9999,-9999,Clear
"12:00 PM +03 on January 07, 2016",31,1014,18,34,7.4,220,-9999,10,Clear
"12:00 PM +03 on January 07, 2016",31,1015,18,46,7.4,220,-9999,-9999,Clear
"1:00 PM +03 on January 07, 2016",32,1014,19,46,7.4,210,-9999,-9999,Clear
"2:00 PM +03 on January 07, 2016",32,1013,20,49,7.4,230,-9999,-9999,Clear
"3:00 PM +03 on January 07, 2016",32,1012,20,39,7.4,180,-9999,10,Scattered Clouds
"3:00 PM +03 on January 07, 2016",32,1013,20,49,7.4,180,-9999,-9999,Clear
"4:00 PM +03 on January 07, 2016",31,1013,21,55,0,0,-9999,-9999,Clear
"5:00 PM +03 on January 07, 2016",31,1013,20,52,11.1,200,-9999,-9999,Clear
"6:00 PM +03 on January 07, 2016",29,1012,20,50,14.8,180,-9999,10,Clear
"6:00 PM +03 on January 07, 2016",29,1013,20,58,14.8,180,-9999,-9999,Clear
"7:00 PM +03 on January 07, 2016",28,1014,20,62,7.4,200,-9999,-9999,Clear
"8:00 PM +03 on January 07, 2016",27,1015,20,65,7.4,200,-9999,10,Scattered Clouds
"9:00 PM +03 on January 07, 2016",27,1014,20,56,7.4,180,-9999,10,Mostly Cloudy
"9:00 PM +03 on January 07, 2016",27,1015,20,65,7.4,180,-9999,10,Mostly Cloudy
"10:00 PM +03 on January 07, 2016",26,1015,20,69,3.7,210,-9999,10,Scattered Clouds
"11:00 PM +03 on January 07, 2016",26,1015,20,69,0,0,-9999,10,Partly Cloudy
"12:00 AM +03 on January 08, 2016",25,1014,21,73,0,0,-9999,10,Scattered Clouds
"12:00 AM +03 on January 08, 2016",25,1015,21,78,0,0,-9999,10,Partly Cloudy
"1:00 AM +03 on January 08, 2016",24,1015,21,83,0,0,-9999,10,Partly Cloudy
"2:00 AM +03 on January 08, 2016",24,1015,19,73,0,0,-9999,10,Partly Cloudy
"3:00 AM +03 on January 08, 2016",21,1014,16,65,0,0,-9999,10,Scattered Clouds
"3:00 AM +03 on January 08, 2016",21,1015,16,73,0,0,-9999,10,Partly Cloudy
"4:00 AM +03 on January 08, 2016",24,1014,14,53,0,0,-9999,10,Partly Cloudy
"5:00 AM +03 on January 08, 2016",24,1014,15,57,0,0,-9999,10,Partly Cloudy
"6:00 AM +03 on January 08, 2016",24,1013,18,65,0,0,-9999,10,Partly Cloudy
"6:00 AM +03 on January 08, 2016",24,1014,18,69,0,0,-9999,-9999,Clear
"7:00 AM +03 on January 08, 2016",23,1014,19,78,0,0,-9999,-9999,Clear
"8:00 AM +03 on January 08, 2016",23,1014,20,83,0,0,-9999,-9999,Clear
"9:00 AM +03 on January 08, 2016",24,1014,21,79,0,0,-9999,10,Clear
"9:00 AM +03 on January 08, 2016",24,1015,21,83,0,0,-9999,-9999,Clear
"10:00 AM +03 on January 08, 2016",27,1016,20,65,0,0,-9999,10,Partly Cloudy
"11:00 AM +03 on January 08, 2016",28,1016,21,66,0,0,-9999,10,Scattered Clouds
"12:00 PM +03 on January 08, 2016",29,1015,20,50,0,0,-9999,10,Mostly Cloudy
"12:00 PM +03 on January 08, 2016",29,1016,20,58,0,0,-9999,10,Mostly Cloudy
"1:00 PM +03 on January 08, 2016",30,1015,21,58,0,0,-9999,10,Mostly Cloudy
"2:00 PM +03 on January 08, 2016",30,1014,21,58,3.7,180,-9999,10,Mostly Cloudy
"3:00 PM +03 on January 08, 2016",31,1012,19,40,7.4,180,-9999,10,Partly Cloudy
"3:00 PM +03 on January 08, 2016",31,1013,19,49,7.4,180,-9999,10,Scattered Clouds
"4:00 PM +03 on January 08, 2016",31,1013,18,46,7.4,180,-9999,10,Partly Cloudy
"5:00 PM +03 on January 08, 2016",30,1013,20,55,7.4,300,-9999,10,Partly Cloudy
"6:00 PM +03 on January 08, 2016",28,1013,19,50,3.7,300,-9999,10,Scattered Clouds
"6:00 PM +03 on January 08, 2016",28,1014,19,58,3.7,300,-9999,10,Partly Cloudy
"7:00 PM +03 on January 08, 2016",27,1015,20,65,0,0,-9999,-9999,Clear
"8:00 PM +03 on January 08, 2016",26,1015,22,78,0,0,-9999,-9999,Clear
"9:00 PM +03 on January 08, 2016",26,1014,22,72,0,0,-9999,10,Clear
"9:00 PM +03 on January 08, 2016",26,1015,22,78,0,0,-9999,-9999,Clear
"10:00 PM +03 on January 08, 2016",26,1015,22,78,0,0,-9999,-9999,Clear
"11:00 PM +03 on January 08, 2016",25,1015,21,78,0,0,-9999,-9999,Clear
"12:00 AM +03 on January 09, 2016",24,1014,21,76,0,0,-9999,10,Clear
"12:00 AM +03 on January 09, 2016",24,1015,21,83,0,0,-9999,-9999,Clear
"1:00 AM +03 on January 09, 2016",24,1015,21,83,0,0,-9999,-9999,Clear
"2:00 AM +03 on January 09, 2016",24,1015,20,78,5.6,30,-9999,-9999,Clear
"3:00 AM +03 on January 09, 2016",24,1013,20,76,0,30,-9999,10,Scattered Clouds
"3:00 AM +03 on January 09, 2016",24,1014,20,78,0,0,-9999,-9999,Clear
"4:00 AM +03 on January 09, 2016",23,1014,20,83,0,0,-9999,-9999,Clear
"5:00 AM +03 on January 09, 2016",23,1013,20,83,0,0,-9999,-9999,Clear
"6:00 AM +03 on January 09, 2016",23,1013,20,80,0,0,-9999,10,Clear
"6:00 AM +03 on January 09, 2016",23,1014,20,83,0,0,-9999,-9999,Clear
"7:00 AM +03 on January 09, 2016",22,1014,20,88,0,0,-9999,-9999,Clear
"8:00 AM +03 on January 09, 2016",22,1015,19,83,0,0,-9999,-9999,Clear
"9:00 AM +03 on January 09, 2016",22,1015,19,77,0,0,-9999,10,Clear
"9:00 AM +03 on January 09, 2016",22,1015,19,83,0,0,-9999,-9999,Clear
"10:00 AM +03 on January 09, 2016",24,1016,18,69,3.7,30,-9999,-9999,Clear
"11:00 AM +03 on January 09, 2016",26,1016,13,44,3.7,360,-9999,-9999,Clear
"12:00 PM +03 on January 09, 2016",28,1014,12,27,3.7,0,-9999,10,Clear
"12:00 PM +03 on January 09, 2016",28,1015,12,37,3.7,360,-9999,-9999,Clear
"1:00 PM +03 on January 09, 2016",30,1013,13,35,3.7,300,-9999,-9999,Clear
"2:00 PM +03 on January 09, 2016",30,1013,12,33,3.7,300,-9999,-9999,Clear
"3:00 PM +03 on January 09, 2016",30,1011,12,23,7.4,0,-9999,10,Clear
"3:00 PM +03 on January 09, 2016",30,1012,12,33,7.4,360,-9999,-9999,Clear
"4:00 PM +03 on January 09, 2016",29,1012,13,37,7.4,300,-9999,-9999,Clear
"5:00 PM +03 on January 09, 2016",28,1013,14,42,11.1,360,-9999,10,Partly Cloudy
"6:00 PM +03 on January 09, 2016",26,1012,14,37,7.4,0,-9999,10,Scattered Clouds
"6:00 PM +03 on January 09, 2016",26,1013,14,47,7.4,360,-9999,10,Partly Cloudy
"7:00 PM +03 on January 09, 2016",24,1014,15,57,7.4,360,-9999,10,Scattered Clouds
"8:00 PM +03 on January 09, 2016",24,1015,15,57,7.4,300,-9999,10,Scattered Clouds
"9:00 PM +03 on January 09, 2016",23,1015,15,50,3.7,300,-9999,10,Partly Cloudy
"9:00 PM +03 on January 09, 2016",23,1015,15,61,3.7,300,-9999,10,Scattered Clouds
"10:00 PM +03 on January 09, 2016",23,1015,15,61,0,0,-9999,7,Clear
"11:00 PM +03 on January 09, 2016",22,1015,15,64,3.7,360,-9999,7,Unknown
"12:00 AM +03 on January 10, 2016",22,1014,15,57,3.7,30,-9999,8,Widespread Dust
"12:00 AM +03 on January 10, 2016",22,1015,15,64,3.7,30,-9999,8,Unknown
"1:00 AM +03 on January 10, 2016",21,1015,14,64,0,0,-9999,8,Unknown
"2:00 AM +03 on January 10, 2016",21,1015,15,68,0,0,-9999,8,Clear
"3:00 AM +03 on January 10, 2016",21,1014,15,62,0,0,-9999,8,Haze
"3:00 AM +03 on January 10, 2016",21,1014,15,68,0,0,-9999,8,Unknown
"4:00 AM +03 on January 10, 2016",21,1014,15,68,0,0,-9999,8,Clear
"5:00 AM +03 on January 10, 2016",20,1014,15,73,0,0,-9999,8,Clear
"6:00 AM +03 on January 10, 2016",20,1013,15,65,0,0,-9999,8,Haze
"6:00 AM +03 on January 10, 2016",20,1014,15,73,0,0,-9999,8,Clear
"7:00 AM +03 on January 10, 2016",20,1014,15,73,0,0,-9999,8,Clear
"8:00 AM +03 on January 10, 2016",20,1014,15,73,0,0,-9999,8,Unknown
"9:00 AM +03 on January 10, 2016",21,1014,15,60,0,0,-9999,8,Haze
"9:00 AM +03 on January 10, 2016",21,1015,15,68,0,0,-9999,8,Unknown
"10:00 AM +03 on January 10, 2016",24,1015,16,61,3.7,300,-9999,8,Unknown
"11:00 AM +03 on January 10, 2016",27,1015,16,51,3.7,300,-9999,-9999,Clear
"12:00 PM +03 on January 10, 2016",30,1013,16,34,3.7,330,-9999,10,Scattered Clouds
"12:00 PM +03 on January 10, 2016",30,1014,16,43,3.7,330,-9999,-9999,Clear
"1:00 PM +03 on January 10, 2016",31,1014,17,43,0,0,-9999,9,Clear
"2:00 PM +03 on January 10, 2016",32,1013,18,43,3.7,330,-9999,9,Unknown
"3:00 PM +03 on January 10, 2016",33,1011,18,31,0,330,-9999,9,Haze
