date,Dry-Bulb Temperature,Atmospheric Pressure,Dew-Point Temperature,Relative Humidity,wind speed,wind direction,Precip,Visibility,Solar Condition
"4:00 AM AEDT on January 02, 2017",23,1006,21,85,25.9,200,-9999,-9999,Clear
"4:00 AM AEDT on January 02, 2017",23,1005,21,88,25.9,200,-9999,10,Mostly Cloudy
"4:30 AM AEDT on January 02, 2017",21,1006,20,94,38.9,190,-9999,10,Mostly Cloudy
"5:00 AM AEDT on January 02, 2017",21,1006,20,84,38.9,190,-9999,10,Mostly Cloudy
"5:00 AM AEDT on January 02, 2017",21,1006,20,94,38.9,190,-9999,10,Mostly Cloudy
"5:30 AM AEDT on January 02, 2017",21,1006,19,88,46.3,190,-9999,10,Mostly Cloudy
"6:00 AM AEDT on January 02, 2017",21,1007,19,82,46.3,200,-9999,15,Haze
"6:00 AM AEDT on January 02, 2017",21,1006,19,88,46.3,200,-9999,10,Mostly Cloudy
"6:18 AM AEDT on January 02, 2017",21,1006,19,88,46.3,190,-9999,10,Mostly Cloudy
"6:30 AM AEDT on January 02, 2017",21,1007,19,88,46.3,200,-9999,10,Mostly Cloudy
"7:00 AM AEDT on January 02, 2017",21,1008,19,81,48.2,200,-9999,10,Mostly Cloudy
"7:00 AM AEDT on January 02, 2017",21,1008,19,88,48.2,200,-9999,10,Mostly Cloudy
"7:30 AM AEDT on January 02, 2017",21,1008,18,83,42.6,190,-9999,10,Mostly Cloudy
"8:00 AM AEDT on January 02, 2017",21,1009,18,79,38.9,200,-9999,10,Mostly Cloudy
"8:00 AM AEDT on January 02, 2017",21,1009,18,83,38.9,200,-9999,10,Mostly Cloudy
"8:30 AM AEDT on January 02, 2017",21,1009,18,83,37,200,-9999,10,Mostly Cloudy
"9:00 AM AEDT on January 02, 2017",22,1010,18,74,37,200,-9999,15,Haze
"9:00 AM AEDT on January 02, 2017",22,1009,18,78,37,200,-9999,10,Mostly Cloudy
"9:30 AM AEDT on January 02, 2017",22,1010,18,78,35.2,200,-9999,10,Mostly Cloudy
"10:00 AM AEDT on January 02, 2017",22,1010,18,73,33.3,200,-9999,10,Mostly Cloudy
"10:00 AM AEDT on January 02, 2017",22,1010,18,78,33.3,200,-9999,10,Mostly Cloudy
"10:30 AM AEDT on January 02, 2017",23,1010,18,73,35.2,190,-9999,10,Mostly Cloudy
"10:42 AM AEDT on January 02, 2017",22,1010,18,78,31.5,190,-9999,10,Mostly Cloudy
"11:00 AM AEDT on January 02, 2017",23,1011,18,67,31.5,190,-9999,10,Mostly Cloudy
"11:00 AM AEDT on January 02, 2017",23,1010,18,73,31.5,190,-9999,10,Mostly Cloudy
"11:30 AM AEDT on January 02, 2017",22,1011,18,78,33.3,190,-9999,10,Mostly Cloudy
"12:00 PM AEDT on January 02, 2017",22,1011,18,73,27.8,190,-9999,18,Light Rain Showers
"12:00 PM AEDT on January 02, 2017",22,1011,18,78,27.8,190,-9999,10,Light Rain Showers
"12:22 PM AEDT on January 02, 2017",23,1011,18,73,27.8,180,-9999,10,Mostly Cloudy
"12:30 PM AEDT on January 02, 2017",23,1011,17,69,27.8,180,-9999,10,Mostly Cloudy
"1:00 PM AEDT on January 02, 2017",22,1012,18,68,33.3,180,-9999,10,Mostly Cloudy
"1:00 PM AEDT on January 02, 2017",22,1011,18,78,33.3,180,-9999,10,Mostly Cloudy
"1:30 PM AEDT on January 02, 2017",22,1011,18,78,31.5,170,-9999,10,Mostly Cloudy
"2:00 PM AEDT on January 02, 2017",22,1012,18,69,31.5,170,-9999,10,Mostly Cloudy
"2:00 PM AEDT on January 02, 2017",22,1012,18,78,31.5,170,-9999,10,Mostly Cloudy
"2:30 PM AEDT on January 02, 2017",23,1011,17,69,29.6,170,-9999,10,Mostly Cloudy
"3:00 PM AEDT on January 02, 2017",23,1012,18,67,33.3,170,-9999,25,Mostly Cloudy
"3:00 PM AEDT on January 02, 2017",23,1012,18,73,33.3,170,-9999,10,Scattered Clouds
"3:30 PM AEDT on January 02, 2017",23,1011,17,69,31.5,170,-9999,10,Scattered Clouds
"4:00 PM AEDT on January 02, 2017",24,1012,17,55,29.6,160,-9999,10,Scattered Clouds
"4:00 PM AEDT on January 02, 2017",24,1011,17,65,29.6,160,-9999,10,Scattered Clouds
"4:30 PM AEDT on January 02, 2017",24,1011,16,61,27.8,160,-9999,10,Mostly Cloudy
"5:00 PM AEDT on January 02, 2017",23,1012,16,56,27.8,160,-9999,10,Mostly Cloudy
"5:00 PM AEDT on January 02, 2017",23,1011,16,65,27.8,160,-9999,10,Mostly Cloudy
"5:30 PM AEDT on January 02, 2017",23,1012,16,65,27.8,140,-9999,10,Mostly Cloudy
"6:00 PM AEDT on January 02, 2017",23,1012,16,57,27.8,150,-9999,20,Partly Cloudy
"6:00 PM AEDT on January 02, 2017",23,1012,16,65,27.8,150,-9999,10,Mostly Cloudy
"6:30 PM AEDT on January 02, 2017",22,1012,17,73,33.3,150,-9999,10,Mostly Cloudy
"7:00 PM AEDT on January 02, 2017",22,1013,16,58,33.3,150,-9999,10,Mostly Cloudy
"7:00 PM AEDT on January 02, 2017",22,1013,16,69,33.3,150,-9999,10,Mostly Cloudy
"7:30 PM AEDT on January 02, 2017",22,1014,16,69,27.8,150,-9999,10,Mostly Cloudy
"8:00 PM AEDT on January 02, 2017",22,1015,16,61,29.6,160,-9999,10,Mostly Cloudy
"8:00 PM AEDT on January 02, 2017",22,1014,16,69,29.6,160,-9999,10,Mostly Cloudy
"8:30 PM AEDT on January 02, 2017",21,1015,17,78,27.8,160,-9999,10,Light Rain Showers
"9:00 PM AEDT on January 02, 2017",21,1016,16,68,31.5,180,-9999,15,Light Rain Showers
"9:00 PM AEDT on January 02, 2017",21,1015,17,78,31.5,180,-9999,10,Light Rain Showers
"9:30 PM AEDT on January 02, 2017",21,1015,17,78,20.4,190,-9999,10,Mostly Cloudy
"10:00 PM AEDT on January 02, 2017",21,1016,16,66,27.8,160,-9999,10,Mostly Cloudy
"10:00 PM AEDT on January 02, 2017",21,1015,16,73,27.8,160,-9999,10,Mostly Cloudy
"10:30 PM AEDT on January 02, 2017",21,1015,16,73,31.5,150,-9999,10,Mostly Cloudy
"11:00 PM AEDT on January 02, 2017",21,1016,17,70,18.5,160,-9999,10,Mostly Cloudy
"11:00 PM AEDT on January 02, 2017",21,1016,17,78,18.5,160,-9999,10,Mostly Cloudy
"11:30 PM AEDT on January 02, 2017",20,1016,17,83,14.8,200,-9999,10,Light Rain Showers
"12:00 AM AEDT on January 03, 2017",20,1016,17,76,18.5,170,-9999,18,Light Rain Showers
"12:00 AM AEDT on January 03, 2017",20,1016,17,83,18.5,170,-9999,10,Light Rain Showers
"12:30 AM AEDT on January 03, 2017",20,1016,17,83,16.7,180,-9999,10,Light Rain Showers
"1:00 AM AEDT on January 03, 2017",20,1016,17,78,24.1,220,-9999,10,Light Rain Showers
"1:00 AM AEDT on January 03, 2017",20,1016,17,83,24.1,220,-9999,10,Light Rain Showers
"1:30 AM AEDT on January 03, 2017",20,1016,17,83,18.5,230,-9999,10,Light Rain Showers
"2:00 AM AEDT on January 03, 2017",19,1016,17,84,24.1,220,-9999,10,Light Rain Showers
"2:00 AM AEDT on January 03, 2017",19,1016,17,88,24.1,220,-9999,10,Light Rain Showers
"2:30 AM AEDT on January 03, 2017",19,1016,17,88,13,210,-9999,8,Light Rain Showers
"3:00 AM AEDT on January 03, 2017",19,1016,17,82,22.2,200,-9999,12,Light Rain Showers
"3:00 AM AEDT on January 03, 2017",19,1016,17,88,22.2,200,-9999,10,Light Rain Showers
"4:00 AM AEDT on January 03, 2017",19,1016,17,84,24.1,210,-9999,10,Light Rain Showers
"4:00 AM AEDT on January 03, 2017",19,1016,17,88,24.1,210,-9999,10,Light Rain Showers
"4:30 AM AEDT on January 03, 2017",19,1016,17,88,25.9,200,-9999,10,Mostly Cloudy
"5:00 AM AEDT on January 03, 2017",20,1016,16,78,24.1,200,-9999,10,Mostly Cloudy
"5:00 AM AEDT on January 03, 2017",20,1016,17,83,24.1,200,-9999,10,Mostly Cloudy
"5:30 AM AEDT on January 03, 2017",19,1016,16,83,25.9,200,-9999,10,Mostly Cloudy
"6:00 AM AEDT on January 03, 2017",19,1017,16,75,25.9,210,-9999,25,Mostly Cloudy
"6:00 AM AEDT on January 03, 2017",19,1016,16,83,25.9,210,-9999,10,Mostly Cloudy
"7:00 AM AEDT on January 03, 2017",20,1017,16,75,31.5,200,-9999,10,Mostly Cloudy
"7:00 AM AEDT on January 03, 2017",20,1017,16,78,31.5,200,-9999,10,Scattered Clouds
"7:30 AM AEDT on January 03, 2017",20,1017,16,78,25.9,200,-9999,10,Light Rain Showers
"8:00 AM AEDT on January 03, 2017",20,1018,16,69,27.8,200,-9999,10,Light Rain Showers
"8:00 AM AEDT on January 03, 2017",20,1017,16,78,27.8,200,-9999,10,Scattered Clouds
"8:30 AM AEDT on January 03, 2017",21,1018,16,73,29.6,200,-9999,10,Mostly Cloudy
"9:00 AM AEDT on January 03, 2017",21,1018,16,68,33.3,200,-9999,25,Mostly Cloudy
"9:00 AM AEDT on January 03, 2017",21,1018,16,73,33.3,200,-9999,10,Mostly Cloudy
"9:30 AM AEDT on January 03, 2017",21,1018,16,73,33.3,190,-9999,10,Mostly Cloudy
"10:00 AM AEDT on January 03, 2017",22,1019,16,63,37,190,-9999,10,Mostly Cloudy
"10:00 AM AEDT on January 03, 2017",22,1018,16,69,37,190,-9999,10,Scattered Clouds
"11:00 AM AEDT on January 03, 2017",22,1019,16,62,37,190,-9999,10,Scattered Clouds
"11:00 AM AEDT on January 03, 2017",22,1018,17,73,37,190,-9999,10,Partly Cloudy
"11:30 AM AEDT on January 03, 2017",23,1018,17,69,38.9,190,-9999,10,Partly Cloudy
"12:00 PM AEDT on January 03, 2017",23,1019,17,63,37,180,-9999,30,Scattered Clouds
"12:00 PM AEDT on January 03, 2017",23,1018,17,69,37,180,-9999,10,Partly Cloudy
"12:30 PM AEDT on January 03, 2017",23,1018,17,69,35.2,180,-9999,10,Partly Cloudy
"12:51 PM AEDT on January 03, 2017",23,1018,18,73,35.2,180,-9999,10,Partly Cloudy
"1:00 PM AEDT on January 03, 2017",23,1019,17,63,35.2,180,-9999,10,Partly Cloudy
"1:00 PM AEDT on January 03, 2017",23,1018,17,69,35.2,180,-9999,10,Partly Cloudy
"1:30 PM AEDT on January 03, 2017",23,1018,18,73,37,180,-9999,10,Scattered Clouds
"2:00 PM AEDT on January 03, 2017",22,1018,18,76,35.2,170,-9999,10,Scattered Clouds
"2:00 PM AEDT on January 03, 2017",22,1018,18,78,35.2,170,-9999,6,Rain Showers
"2:08 PM AEDT on January 03, 2017",21,1018,19,88,37,170,-9999,8,Rain Showers
"2:30 PM AEDT on January 03, 2017",21,1018,19,88,31.5,180,-9999,10,Light Rain Showers
"3:00 PM AEDT on January 03, 2017",22,1018,19,80,33.3,180,-9999,22,Light Rain Showers
"3:00 PM AEDT on January 03, 2017",22,1018,19,83,33.3,180,-9999,10,Light Rain Showers
"3:30 PM AEDT on January 03, 2017",22,1018,18,78,31.5,180,-9999,10,Mostly Cloudy
"4:00 PM AEDT on January 03, 2017",22,1018,18,72,31.5,180,-9999,10,Mostly Cloudy
"4:00 PM AEDT on January 03, 2017",22,1018,18,78,31.5,180,-9999,10,Light Rain Showers
"4:30 PM AEDT on January 03, 2017",23,1018,18,73,29.6,170,-9999,10,Scattered Clouds
"5:00 PM AEDT on January 03, 2017",22,1018,18,68,29.6,170,-9999,10,Scattered Clouds
"5:00 PM AEDT on January 03, 2017",23,1018,18,73,29.6,170,-9999,10,Mostly Cloudy
"5:30 PM AEDT on January 03, 2017",23,1018,17,69,25.9,160,-9999,10,Mostly Cloudy
"6:00 PM AEDT on January 03, 2017",23,1018,17,59,25.9,150,-9999,25,Mostly Cloudy
"6:00 PM AEDT on January 03, 2017",23,1018,17,69,25.9,150,-9999,10,Mostly Cloudy
"6:30 PM AEDT on January 03, 2017",23,1018,17,69,27.8,150,-9999,10,Scattered Clouds
"7:00 PM AEDT on January 03, 2017",23,1019,17,60,25.9,150,-9999,10,Scattered Clouds
"7:00 PM AEDT on January 03, 2017",23,1018,17,69,25.9,150,-9999,10,Mostly Cloudy
"7:30 PM AEDT on January 03, 2017",23,1019,16,65,24.1,130,-9999,10,Mostly Cloudy
"8:00 PM AEDT on January 03, 2017",23,1020,16,56,24.1,130,-9999,10,Mostly Cloudy
"8:00 PM AEDT on January 03, 2017",23,1019,16,65,24.1,130,-9999,10,Mostly Cloudy
"8:30 PM AEDT on January 03, 2017",23,1019,16,65,22.2,130,-9999,10,Mostly Cloudy
"9:00 PM AEDT on January 03, 2017",23,1020,16,56,24.1,120,-9999,25,Mostly Cloudy
"9:00 PM AEDT on January 03, 2017",23,1019,16,65,24.1,120,-9999,10,Mostly Cloudy
"9:30 PM AEDT on January 03, 2017",23,1020,16,65,22.2,120,-9999,10,Mostly Cloudy
"10:00 PM AEDT on January 03, 2017",22,1020,15,53,20.4,120,-9999,10,Mostly Cloudy
"10:00 PM AEDT on January 03, 2017",22,1020,15,64,20.4,120,-9999,10,Mostly Cloudy
"10:30 PM AEDT on January 03, 2017",22,1020,16,69,20.4,120,-9999,10,Mostly Cloudy
"11:00 PM AEDT on January 03, 2017",21,1020,17,76,16.7,100,-9999,10,Mostly Cloudy
"11:00 PM AEDT on January 03, 2017",21,1020,17,78,16.7,100,-9999,10,Scattered Clouds
"11:30 PM AEDT on January 03, 2017",21,1020,17,78,20.4,110,-9999,10,Mostly Cloudy
"12:00 AM AEDT on January 04, 2017",21,1020,16,66,20.4,120,-9999,25,Mostly Cloudy
"12:00 AM AEDT on January 04, 2017",21,1020,16,73,20.4,110,-9999,10,Mostly Cloudy
"12:30 AM AEDT on January 04, 2017",21,1020,16,73,25.9,100,-9999,10,Mostly Cloudy
"1:00 AM AEDT on January 04, 2017",21,1020,17,72,24.1,120,-9999,10,Mostly Cloudy
"1:00 AM AEDT on January 04, 2017",21,1020,17,78,24.1,120,-9999,10,Mostly Cloudy
"1:30 AM AEDT on January 04, 2017",21,1019,16,73,20.4,110,-9999,10,Mostly Cloudy
"2:00 AM AEDT on January 04, 2017",20,1020,16,69,20.4,110,-9999,10,Mostly Cloudy
"2:00 AM AEDT on January 04, 2017",20,1019,16,78,20.4,110,-9999,10,Scattered Clouds
"2:30 AM AEDT on January 04, 2017",21,1019,16,73,20.4,120,-9999,10,Mostly Cloudy
"3:00 AM AEDT on January 04, 2017",21,1019,16,65,20.4,120,-9999,25,Mostly Cloudy
"3:00 AM AEDT on January 04, 2017",21,1019,16,73,20.4,120,-9999,10,Mostly Cloudy
"3:30 AM AEDT on January 04, 2017",21,1019,15,68,20.4,120,-9999,10,Mostly Cloudy
"4:00 AM AEDT on January 04, 2017",21,1019,15,61,20.4,120,-9999,10,Mostly Cloudy
"4:00 AM AEDT on January 04, 2017",21,1019,15,68,20.4,120,-9999,10,Mostly Cloudy
"4:30 AM AEDT on January 04, 2017",20,1019,15,73,22.2,120,-9999,10,Mostly Cloudy
"5:00 AM AEDT on January 04, 2017",20,1020,14,57,18.5,120,-9999,10,Mostly Cloudy
"5:00 AM AEDT on January 04, 2017",20,1019,14,68,18.5,120,-9999,10,Scattered Clouds
"5:30 AM AEDT on January 04, 2017",20,1019,14,68,18.5,120,-9999,10,Scattered Clouds
"6:00 AM AEDT on January 04, 2017",20,1020,14,60,18.5,120,-9999,30,Scattered Clouds
"6:00 AM AEDT on January 04, 2017",20,1020,14,68,18.5,120,-9999,10,Scattered Clouds
"6:30 AM AEDT on January 04, 2017",20,1020,14,68,16.7,130,-9999,10,Mostly Cloudy
"7:00 AM AEDT on January 04, 2017",21,1021,13,50,24.1,120,-9999,10,Mostly Cloudy
"7:00 AM AEDT on January 04, 2017",21,1020,13,60,24.1,120,-9999,10,Light Rain Showers
"7:30 AM AEDT on January 04, 2017",21,1021,13,60,24.1,130,-9999,10,Mostly Cloudy
"8:00 AM AEDT on January 04, 2017",22,1021,13,47,20.4,130,-9999,10,Mostly Cloudy
"8:00 AM AEDT on January 04, 2017",22,1021,13,57,20.4,130,-9999,10,Mostly Cloudy
"8:30 AM AEDT on January 04, 2017",23,1021,14,57,20.4,130,-9999,10,Mostly Cloudy
"9:00 AM AEDT on January 04, 2017",22,1022,13,47,24.1,90,-9999,30,Mostly Cloudy
"9:00 AM AEDT on January 04, 2017",22,1021,13,57,24.1,90,-9999,10,Mostly Cloudy
"9:30 AM AEDT on January 04, 2017",22,1021,13,57,18.5,130,-9999,10,Light Rain Showers
"10:00 AM AEDT on January 04, 2017",21,1022,15,61,20.4,180,-9999,10,Light Rain Showers
"10:00 AM AEDT on January 04, 2017",21,1021,15,68,20.4,180,-9999,10,Mostly Cloudy
"10:30 AM AEDT on January 04, 2017",22,1021,15,64,16.7,180,-9999,10,Mostly Cloudy
"11:00 AM AEDT on January 04, 2017",22,1021,15,55,16.7,180,-9999,10,Mostly Cloudy
"11:00 AM AEDT on January 04, 2017",22,1021,15,64,16.7,180,-9999,10,Mostly Cloudy
"11:30 AM AEDT on January 04, 2017",23,1021,12,50,18.5,150,-9999,10,Scattered Clouds
"12:00 PM AEDT on January 04, 2017",23,1021,12,38,20.4,150,-9999,30,Partly Cloudy
"12:00 PM AEDT on January 04, 2017",23,1021,12,50,20.4,150,-9999,10,Scattered Clouds
"12:30 PM AEDT on January 04, 2017",24,1021,13,50,18.5,150,-9999,10,Mostly Cloudy
"1:00 PM AEDT on January 04, 2017",25,1021,12,33,18.5,160,-9999,10,Mostly Cloudy
"1:00 PM AEDT on January 04, 2017",25,1020,12,44,18.5,160,-9999,10,Mostly Cloudy
"1:30 PM AEDT on January 04, 2017",25,1020,12,44,20.4,130,-9999,10,Mostly Cloudy
"2:00 PM AEDT on January 04, 2017",25,1021,13,37,24.1,150,-9999,10,Mostly Cloudy
"2:00 PM AEDT on January 04, 2017",25,1020,13,47,24.1,150,-9999,10,Mostly Cloudy
"2:30 PM AEDT on January 04, 2017",25,1020,13,47,20.4,120,-9999,10,Mostly Cloudy
"3:00 PM AEDT on January 04, 2017",25,1020,11,33,24.1,130,-9999,30,Partly Cloudy
"3:00 PM AEDT on January 04, 2017",25,1020,11,41,24.1,130,-9999,10,Mostly Cloudy
"3:30 PM AEDT on January 04, 2017",24,1020,12,47,20.4,130,-9999,10,Mostly Cloudy
"4:00 PM AEDT on January 04, 2017",24,1020,13,40,22.2,140,-9999,10,Mostly Cloudy
"4:00 PM AEDT on January 04, 2017",24,1019,13,50,22.2,140,-9999,10,Mostly Cloudy
"4:30 PM AEDT on January 04, 2017",24,1019,13,50,22.2,140,-9999,10,Mostly Cloudy
"5:00 PM AEDT on January 04, 2017",24,1020,13,41,24.1,140,-9999,10,Mostly Cloudy
"5:00 PM AEDT on January 04, 2017",24,1019,13,50,24.1,140,-9999,10,Mostly Cloudy
"5:30 PM AEDT on January 04, 2017",24,1019,14,53,20.4,140,-9999,10,Light Rain Showers
"6:00 PM AEDT on January 04, 2017",23,1019,15,48,20.4,130,-9999,25,Mostly Cloudy
"6:00 PM AEDT on January 04, 2017",23,1019,15,61,20.4,130,-9999,10,Mostly Cloudy
"6:30 PM AEDT on January 04, 2017",23,1019,14,57,18.5,110,-9999,10,Mostly Cloudy
"7:00 PM AEDT on January 04, 2017",23,1020,14,50,18.5,130,-9999,10,Mostly Cloudy
"7:00 PM AEDT on January 04, 2017",23,1019,15,61,18.5,130,-9999,10,Mostly Cloudy
